alteracao_do_aparelho_respiratorio|dor_muscular,"Sei lá, eu só queria uma orientação do que fazer. Parece que eu não consigo encher o pulmão direito em alguns momentos. Eu sinto dor no corpo, como se eu tivesse carregado peso."
alteracao_do_aparelho_cardiovascular|alteracao_do_aparelho_respiratorio,"Nas últimas semanas eu não sei se é estresse, mas tem me incomodado bastante. Em alguns momentos eu sinto falta de ar e fico ansiosa junto. Tenho percebido palpitações e um mal-estar rápido. Eu não queria exagerar, mas achei melhor comentar."
aperto_no_peito|dor_de_cabeca_frequente|dor_muscular|fadiga_persistente,"De forma objetiva, doutora, eu queria entender se isso é normal ou se eu deveria investigar. Eu fico com dor no ombro e no pescoço, parece que tudo trava. Eu sinto um peso no peito, não é dor forte, mas incomoda. Quando estou mais cansada, a dor aparece e demora pra ir embora. Mesmo em dias tranquilos eu estou esgotada."
dor_de_cabeca_frequente|dor_muscular,Nas últimas semanas eu só queria uma orientação do que fazer. A dor vem atrás dos olhos e piora com luz.
alteracao_do_aparelho_cardiovascular|alteracao_do_aparelho_respiratorio|aperto_no_peito|fadiga_persistente|sintoma_hormonal,"Tipo, eu vim mais pra checar e não deixar acumular. Eu fico sem energia o tempo inteiro, como se não recuperasse. Sinto uma taquicardia curta e depois passa, mas assusta. Eu fico com o peito apertado e dá vontade de suspirar o tempo todo. Parece que eu não consigo encher o pulmão direito em alguns momentos. Tenho ondas de calor e suor noturno de vez em quando, acho que é hormonal. Eu não queria exagerar, mas achei melhor comentar."
dor_muscular|fadiga_persistente,"De forma objetiva, doutora, eu queria entender se isso é normal ou se eu deveria investigar. Meu corpo fica pesado e com dores, tipo 'quebrada'. Eu fico sem energia o tempo inteiro, como se não recuperasse. Eu não queria exagerar, mas achei melhor comentar."
aperto_no_peito|fadiga_persistente,"Nas últimas semanas eu tento levar, mas tem dias que pesa. Eu tenho exaustão diária e isso atrapalha minha rotina. Quando fico nervosa, o peito aperta e demora a passar. Eu estou ficando preocupada porque está mais frequente."
alteracao_do_aparelho_cardiovascular|alteracao_do_aparelho_digestivo|alteracao_do_aparelho_reprodutor|dor_de_cabeca_frequente,"De forma objetiva, eu só queria uma orientação do que fazer. Sinto estufamento, gases e desconforto no estômago. Eu tenho dor de cabeça várias vezes na semana, tipo uma pressão na testa."
dor_de_cabeca_frequente|dor_muscular,"Sei lá, eu fico insegura se é algo sério. No fim da tarde minha cabeça pesa e a dor fica chata e constante. Eu fico insegura se é algo sério."
dor_de_cabeca_frequente|dor_muscular|fadiga_persistente,"Ah doutora, eu pensei que fosse fase, mas não está passando. É um cansaço constante, não é só sono. Meu pescoço e ombros ficam travados, como tensão acumulada. A dor vem atrás dos olhos e piora com luz. Eu não sei se é estresse, mas tem me incomodado bastante."
alteracao_do_aparelho_digestivo|alteracao_do_aparelho_reprodutor|dor_de_cabeca_frequente|dor_muscular|fadiga_persistente|sintoma_hormonal,"Então, eu estou ficando preocupada porque está mais frequente. Minha menstruação veio diferente, com manchas e dor. Mesmo em dias tranquilos eu estou esgotada. Tenho refluxo e queimação depois de comer. Eu percebi isso mais nas últimas semanas."
aperto_no_peito|risco_violencia_domestica,"Tipo, doutora, eu queria entender se isso é normal ou se eu deveria investigar. Eu não gosto muito de entrar em detalhes, mas eu fico mais em alerta em casa. Eu não sei se é estresse, mas tem me incomodado bastante."
alteracao_do_aparelho_digestivo|aperto_no_peito|fadiga_persistente|isolamento_social|sintoma_hormonal,"Então, eu tento levar, mas tem dias que pesa. Isso aparece em fases específicas, então eu suspeito de hormônio. Tenho refluxo e queimação depois de comer. Eu fico mais confortável sozinha ultimamente. Eu sinto um peso no peito, não é dor forte, mas incomoda. Eu tenho fadiga que dura semanas, sem melhora. Eu não queria exagerar, mas achei melhor comentar."
alteracao_do_aparelho_digestivo|dor_de_cabeca_frequente|dor_muscular|fadiga_persistente|sintoma_hormonal,"Olha, eu não queria exagerar, mas achei melhor comentar. Eu fico sem energia o tempo inteiro, como se não recuperasse. Meu apetite mudou, tem dia que eu esqueço de comer. No fim da tarde minha cabeça pesa e a dor fica chata e constante. Eu fico com dor no ombro e no pescoço, parece que tudo trava. Meu corpo parece diferente perto do ciclo, como se os hormônios mudassem tudo."
alteracao_do_aparelho_reprodutor|dor_de_cabeca_frequente|fadiga_persistente,"Olha, eu estou ficando preocupada porque está mais frequente. Eu fico sem energia o tempo inteiro, como se não recuperasse. Senti dor pélvica e o ciclo desregulou nas últimas semanas. Eu acordo com a cabeça pesada e isso vai e volta durante o dia. Eu só queria uma orientação do que fazer."
alteracao_do_aparelho_respiratorio|aperto_no_peito,"Então, doutora, eu queria entender se isso é normal ou se eu deveria investigar. Eu sinto um aperto no peito de vez em quando, como uma pressão. Eu sinto falta de ar às vezes, como se a respiração ficasse curta. Eu fico insegura se é algo sério."
alteracao_do_aparelho_digestivo|dor_muscular|fadiga_persistente|sintoma_hormonal,"Tipo, eu fico insegura se é algo sério. Eu tenho sentido enjoo e azia com frequência. Meu corpo fica pesado e com dores, tipo 'quebrada'. Mesmo em dias tranquilos eu estou esgotada. Meu humor e meu corpo mudam juntos perto do ciclo, parece hormonal."
dor_de_cabeca_frequente|dor_muscular,"Percebi um padrão: eu pensei que fosse fase, mas não está passando. Eu sinto muita tensão no pescoço e isso desce para as costas. É uma dor meio apertada, como se tivesse uma faixa na cabeça. Eu só queria uma orientação do que fazer."
alteracao_do_aparelho_respiratorio|aperto_no_peito,"Então, eu fico insegura se é algo sério. Dá uma sensação de opressão no peito que me assusta um pouco. Em alguns momentos eu sinto falta de ar e fico ansiosa junto. Doutora, eu queria entender se isso é normal ou se eu deveria investigar."
alteracao_do_aparelho_respiratorio|fadiga_persistente|sintoma_hormonal,"Olha, eu vim mais pra checar e não deixar acumular. Tenho tido tosse seca que vai e volta. Eu fico insegura se é algo sério."
dor_de_cabeca_frequente|dor_muscular|fadiga_persistente,"Nas últimas semanas doutora, eu queria entender se isso é normal ou se eu deveria investigar. Eu acordo cansada todo dia, mesmo quando durmo. Eu tenho dor de cabeça várias vezes na semana, tipo uma pressão na testa. Eu não sei se é estresse, mas tem me incomodado bastante."
alteracao_do_aparelho_digestivo|sintoma_hormonal,"Nas últimas semanas eu tento levar, mas tem dias que pesa. Tenho sensação de 'desbalanço' hormonal, difícil explicar. Sinto estufamento, gases e desconforto no estômago. Eu não queria exagerar, mas achei melhor comentar."
alteracao_do_aparelho_cardiovascular|alteracao_do_aparelho_respiratorio|aperto_no_peito,"De forma objetiva, eu estou ficando preocupada porque está mais frequente. Já aconteceu de eu sentir o coração irregular por alguns segundos. Quando deito, às vezes sinto que a respiração fica mais difícil. Eu sinto um aperto no peito de vez em quando, como uma pressão. Eu estou ficando preocupada porque está mais frequente."
alteracao_do_aparelho_digestivo|alteracao_do_aparelho_reprodutor|dor_de_cabeca_frequente|fadiga_persistente|sintoma_hormonal,"Tenho notado que eu não sei se é estresse, mas tem me incomodado bastante. Senti dor pélvica e o ciclo desregulou nas últimas semanas. Tenho oscilação de sintomas junto do meu ciclo, então penso em hormônio. É uma dor meio apertada, como se tivesse uma faixa na cabeça. Eu pensei que fosse fase, mas não está passando."
alteracao_do_aparelho_cardiovascular|aperto_no_peito|dor_de_cabeca_frequente|dor_muscular|fadiga_persistente,"De forma objetiva, doutora, eu queria entender se isso é normal ou se eu deveria investigar. Eu sinto um peso no peito, não é dor forte, mas incomoda. Eu sinto o coração disparar, mesmo parada. Eu tenho dor de cabeça várias vezes na semana, tipo uma pressão na testa. Eu tenho exaustão diária e isso atrapalha minha rotina. Eu vim mais pra checar e não deixar acumular."
alteracao_do_aparelho_digestivo|dor_de_cabeca_frequente|sintoma_hormonal,"De forma objetiva, eu não queria exagerar, mas achei melhor comentar. Tenho refluxo e queimação depois de comer. Doutora, eu queria entender se isso é normal ou se eu deveria investigar."
alteracao_do_aparelho_digestivo|fadiga_persistente|sintoma_hormonal,"Nas últimas semanas eu percebi isso mais nas últimas semanas. Tenho sensação de 'desbalanço' hormonal, difícil explicar. Meu apetite mudou, tem dia que eu esqueço de comer. Eu acordo cansada todo dia, mesmo quando durmo. Eu tento levar, mas tem dias que pesa."
alteracao_do_aparelho_digestivo|fadiga_persistente|sintoma_hormonal,"Observei que eu só queria uma orientação do que fazer. Tenho oscilação de sintomas junto do meu ciclo, então penso em hormônio. Eu acordo cansada todo dia, mesmo quando durmo. Eu não queria exagerar, mas achei melhor comentar."
aperto_no_peito|dor_de_cabeca_frequente,"Olha, eu não queria exagerar, mas achei melhor comentar. Às vezes parece que meu peito fecha e eu preciso respirar fundo. É uma dor meio apertada, como se tivesse uma faixa na cabeça."
alteracao_do_aparelho_digestivo|fadiga_persistente|sintoma_hormonal,"Nas últimas semanas eu não queria exagerar, mas achei melhor comentar. É um cansaço que não melhora com descanso. Tenho sensação de 'desbalanço' hormonal, difícil explicar. Eu fico insegura se é algo sério."
dor_de_cabeca_frequente|dor_muscular|sintoma_hormonal,"Olha, eu só queria uma orientação do que fazer. Eu acordo com a cabeça pesada e isso vai e volta durante o dia. Meus ombros ficam doloridos e eu acordo rígida. Tenho oscilação de sintomas junto do meu ciclo, então penso em hormônio. Eu percebi isso mais nas últimas semanas."
alteracao_do_aparelho_digestivo|fadiga_persistente|sintoma_hormonal,"Percebi um padrão: eu não queria exagerar, mas achei melhor comentar. Meu humor e meu corpo mudam juntos perto do ciclo, parece hormonal. Eu fico com o estômago embrulhado quando estou preocupada. É um cansaço que não melhora com descanso. Eu vim mais pra checar e não deixar acumular."
isolamento_social|risco_violencia_domestica|sintoma_hormonal,"Olha, eu percebi isso mais nas últimas semanas. Meu corpo parece diferente perto do ciclo, como se os hormônios mudassem tudo. Eu cansei de socializar, tenho recusado convites e fico mais em casa. Às vezes eu fico tensa só de pensar em falar como eu estou me sentindo em casa. Doutora, eu queria entender se isso é normal ou se eu deveria investigar."
aperto_no_peito|fadiga_persistente|isolamento_social|risco_violencia_domestica|sintoma_hormonal,"Tipo, eu percebi isso mais nas últimas semanas. Eu sinto um peso no peito, não é dor forte, mas incomoda. Eu tenho medo de que qualquer coisa vire briga, então eu me calo. Eu tenho fadiga que dura semanas, sem melhora. Eu não tenho muita vontade de ver gente, nem família. Parece que meu corpo está desregulado, eu atribuo a hormônios. Eu percebi isso mais nas últimas semanas."
alteracao_do_aparelho_cardiovascular|alteracao_do_aparelho_respiratorio|aperto_no_peito,"Observei que eu estou ficando preocupada porque está mais frequente. Eu sinto um aperto no peito de vez em quando, como uma pressão. Quando deito, às vezes sinto que a respiração fica mais difícil. Tenho episódios de batimento acelerado quando eu paro pra descansar. Eu fico insegura se é algo sério."
dor_de_cabeca_frequente|isolamento_social|risco_violencia_domestica,"Então, doutora, eu queria entender se isso é normal ou se eu deveria investigar. Tem dias que é enxaqueca, fica latejando e me derruba. Eu acabo evitando conversa em casa porque sinto que pode virar cobrança. Eu ando evitando sair e encontrar pessoas, até amigas próximas. Eu fico insegura se é algo sério."
dor_de_cabeca_frequente|fadiga_persistente,"De forma objetiva, eu tento levar, mas tem dias que pesa. No fim da tarde minha cabeça pesa e a dor fica chata e constante. Eu fico insegura se é algo sério."
alteracao_do_aparelho_reprodutor|dor_de_cabeca_frequente|sintoma_hormonal,"Ah doutora, eu pensei que fosse fase, mas não está passando. Meu ciclo encurtou e eu tive cólica forte. Minha cabeça dói com frequência e às vezes dá náusea junto. Meu humor e meu corpo mudam juntos perto do ciclo, parece hormonal. Eu percebi isso mais nas últimas semanas."
alteracao_do_aparelho_reprodutor|alteracao_do_aparelho_respiratorio|sintoma_hormonal,"Ah doutora, eu só queria uma orientação do que fazer. Minha menstruação veio diferente, com manchas e dor. Eu só queria uma orientação do que fazer."
dor_muscular|fadiga_persistente,"Observei que eu estou ficando preocupada porque está mais frequente. Eu fico com dor no ombro e no pescoço, parece que tudo trava. Eu me sinto exausta desde cedo e vou piorando ao longo do dia. Eu não sei se é estresse, mas tem me incomodado bastante."
alteracao_do_aparelho_cardiovascular|alteracao_do_aparelho_respiratorio|isolamento_social,"Sei lá, eu percebi isso mais nas últimas semanas. Eu ando evitando sair e encontrar pessoas, até amigas próximas. Eu sinto o coração disparar, mesmo parada. Eu fico ofegante com esforço leve, o que não era comum pra mim. Eu vim mais pra checar e não deixar acumular."
alteracao_do_aparelho_respiratorio|aperto_no_peito|dor_de_cabeca_frequente,"Olha, eu tento levar, mas tem dias que pesa. Às vezes parece que meu peito fecha e eu preciso respirar fundo. Tenho sensação de garganta irritada e peito 'pesado' pra respirar. Quando estou mais cansada, a dor aparece e demora pra ir embora."
alteracao_do_aparelho_cardiovascular|dor_de_cabeca_frequente|sintoma_hormonal,"Tenho notado que eu não queria exagerar, mas achei melhor comentar. Tenho episódios de batimento acelerado quando eu paro pra descansar. Quando estou mais cansada, a dor aparece e demora pra ir embora. Eu não queria exagerar, mas achei melhor comentar."
alteracao_do_aparelho_respiratorio|aperto_no_peito,"Nas últimas semanas eu percebi isso mais nas últimas semanas. Dá uma sensação de opressão no peito que me assusta um pouco. Eu fico ofegante com esforço leve, o que não era comum pra mim. Eu só queria uma orientação do que fazer."
dor_de_cabeca_frequente|fadiga_persistente,"Olha, eu tento levar, mas tem dias que pesa. Eu tenho exaustão diária e isso atrapalha minha rotina. Doutora, eu queria entender se isso é normal ou se eu deveria investigar."
alteracao_do_aparelho_digestivo|isolamento_social,"Olha, eu percebi isso mais nas últimas semanas. Eu tenho sentido enjoo e azia com frequência."
alteracao_do_aparelho_digestivo|fadiga_persistente|sintoma_hormonal,"Olha, eu só queria uma orientação do que fazer. É um cansaço que não melhora com descanso. Isso aparece em fases específicas, então eu suspeito de hormônio. Eu tenho sentido enjoo e azia com frequência. Eu não queria exagerar, mas achei melhor comentar."
alteracao_do_aparelho_digestivo|dor_de_cabeca_frequente|sintoma_hormonal,"Percebi um padrão: eu tento levar, mas tem dias que pesa. Meu intestino está desregulado, alterna entre preso e solto. Eu tenho tomado remédio pra dor de cabeça mais do que eu gostaria. Tenho oscilação de sintomas junto do meu ciclo, então penso em hormônio. Eu estou ficando preocupada porque está mais frequente."
alteracao_do_aparelho_digestivo|fadiga_persistente|isolamento_social,"Tenho notado que eu percebi isso mais nas últimas semanas. Eu fico muito cansada, com corpo pesado, todo dia. Tenho diarreia em alguns dias e fico fraca depois. Eu cansei de socializar, tenho recusado convites e fico mais em casa. Eu fico insegura se é algo sério."
alteracao_do_aparelho_respiratorio|aperto_no_peito|dor_de_cabeca_frequente|dor_muscular,"Tipo, eu estou ficando preocupada porque está mais frequente. É uma dor meio apertada, como se tivesse uma faixa na cabeça. Em alguns momentos eu sinto falta de ar e fico ansiosa junto. Quando fico nervosa, o peito aperta e demora a passar. Eu sinto dor no corpo, como se eu tivesse carregado peso. Eu pensei que fosse fase, mas não está passando."
alteracao_do_aparelho_digestivo|alteracao_do_aparelho_respiratorio|isolamento_social,"Então, eu pensei que fosse fase, mas não está passando. Parece que eu não consigo encher o pulmão direito em alguns momentos. Tenho refluxo e queimação depois de comer. Eu fico mais confortável sozinha ultimamente."
alteracao_do_aparelho_cardiovascular|alteracao_do_aparelho_digestivo|alteracao_do_aparelho_respiratorio|dor_de_cabeca_frequente,"Olha, eu não sei se é estresse, mas tem me incomodado bastante. Meu coração acelera do nada e eu sinto palpitação. Eu fico com o estômago embrulhado quando estou preocupada. Tenho tido tosse seca que vai e volta. Eu tenho tomado remédio pra dor de cabeça mais do que eu gostaria. Eu vim mais pra checar e não deixar acumular."
alteracao_do_aparelho_respiratorio|aperto_no_peito|dor_muscular,"Olha, eu não sei se é estresse, mas tem me incomodado bastante. Minha musculatura fica dolorida e às vezes eu tenho câimbra. Eu tenho essa sensação de aperto no peito, principalmente no fim do dia. Eu não queria exagerar, mas achei melhor comentar."
alteracao_do_aparelho_reprodutor|dor_de_cabeca_frequente|fadiga_persistente|sintoma_hormonal,"Ah doutora, eu não sei se é estresse, mas tem me incomodado bastante. Senti dor pélvica e o ciclo desregulou nas últimas semanas. Eu me sinto exausta desde cedo e vou piorando ao longo do dia. Eu tenho dor de cabeça várias vezes na semana, tipo uma pressão na testa. Meu humor e meu corpo mudam juntos perto do ciclo, parece hormonal. Eu só queria uma orientação do que fazer."
alteracao_do_aparelho_cardiovascular|alteracao_do_aparelho_digestivo|alteracao_do_aparelho_reprodutor|dor_de_cabeca_frequente|fadiga_persistente,"Tenho notado que eu vim mais pra checar e não deixar acumular. Às vezes parece que meu coração está batendo forte demais. Eu tenho tomado remédio pra dor de cabeça mais do que eu gostaria. Tenho sangramento irregular e cólicas que não eram assim antes. Tenho diarreia em alguns dias e fico fraca depois. Eu sinto que estou sempre no limite, sem bateria."
alteracao_do_aparelho_digestivo|fadiga_persistente|isolamento_social,"De forma objetiva, doutora, eu queria entender se isso é normal ou se eu deveria investigar. Eu fico com o estômago embrulhado quando estou preocupada. Eu me sinto exausta desde cedo e vou piorando ao longo do dia. Eu não quero conversar com ninguém na maior parte dos dias. Eu percebi isso mais nas últimas semanas."
alteracao_do_aparelho_reprodutor|dor_de_cabeca_frequente|fadiga_persistente,"Tipo, eu não sei se é estresse, mas tem me incomodado bastante. Eu acordo cansada todo dia, mesmo quando durmo. Eu sinto uma dor de cabeça quase diária, principalmente quando estou tensa. Eu percebi isso mais nas últimas semanas."
dor_de_cabeca_frequente|fadiga_persistente,"Tipo, doutora, eu queria entender se isso é normal ou se eu deveria investigar. Eu acordo cansada todo dia, mesmo quando durmo. Eu tenho dor de cabeça várias vezes na semana, tipo uma pressão na testa. Eu não queria exagerar, mas achei melhor comentar."
dor_de_cabeca_frequente|dor_muscular|fadiga_persistente,"Percebi um padrão: eu estou ficando preocupada porque está mais frequente. Eu me sinto exausta desde cedo e vou piorando ao longo do dia. Meu pescoço e ombros ficam travados, como tensão acumulada. Eu sinto uma dor de cabeça quase diária, principalmente quando estou tensa. Eu percebi isso mais nas últimas semanas."
alteracao_do_aparelho_digestivo|alteracao_do_aparelho_respiratorio|aperto_no_peito|isolamento_social,"Observei que eu estou ficando preocupada porque está mais frequente. Quando fico nervosa, o peito aperta e demora a passar. Ando com constipação e desconforto abdominal. Eu fico ofegante com esforço leve, o que não era comum pra mim. Eu não queria exagerar, mas achei melhor comentar."
alteracao_do_aparelho_respiratorio|aperto_no_peito,"Nas últimas semanas eu fico insegura se é algo sério. Em alguns momentos meu peito aperta e eu fico mais tensa. Minha respiração fica curta e eu preciso parar e respirar fundo. Eu tento levar, mas tem dias que pesa."
alteracao_do_aparelho_digestivo|alteracao_do_aparelho_reprodutor|fadiga_persistente|sintoma_hormonal,"Olha, eu pensei que fosse fase, mas não está passando. Meu ciclo encurtou e eu tive cólica forte. Eu tenho sentido enjoo e azia com frequência. Parece que meu corpo está desregulado, eu atribuo a hormônios. Eu fico muito cansada, com corpo pesado, todo dia. Eu estou ficando preocupada porque está mais frequente."
alteracao_do_aparelho_cardiovascular|alteracao_do_aparelho_respiratorio,"De forma objetiva, eu só queria uma orientação do que fazer. Parece que eu não consigo encher o pulmão direito em alguns momentos. Meu coração acelera do nada e eu sinto palpitação. Eu vim mais pra checar e não deixar acumular."
dor_de_cabeca_frequente|dor_muscular|fadiga_persistente,"Ah doutora, eu pensei que fosse fase, mas não está passando. Eu me sinto exausta desde cedo e vou piorando ao longo do dia. Eu sinto uma dor de cabeça quase diária, principalmente quando estou tensa. Eu sinto dor no corpo, como se eu tivesse carregado peso. Eu não queria exagerar, mas achei melhor comentar."
alteracao_do_aparelho_respiratorio|dor_muscular|fadiga_persistente|sintoma_hormonal,"Olha, eu tento levar, mas tem dias que pesa. Meu pescoço e ombros ficam travados, como tensão acumulada. Tenho sensação de garganta irritada e peito 'pesado' pra respirar. Mesmo em dias tranquilos eu estou esgotada. Tenho ondas de calor e suor noturno de vez em quando, acho que é hormonal. Eu não sei se é estresse, mas tem me incomodado bastante."
dor_muscular|fadiga_persistente|sintoma_hormonal,"Nas últimas semanas eu tento levar, mas tem dias que pesa. Meus ombros ficam doloridos e eu acordo rígida. Eu tenho fadiga que dura semanas, sem melhora. Sinto inchaço e mudanças no corpo que eu acho que são hormonais. Eu fico insegura se é algo sério."
alteracao_do_aparelho_digestivo|dor_de_cabeca_frequente|fadiga_persistente|sintoma_hormonal,"Então, doutora, eu queria entender se isso é normal ou se eu deveria investigar. Eu tenho sentido enjoo e azia com frequência. Eu fico sem energia o tempo inteiro, como se não recuperasse. Eu tenho tomado remédio pra dor de cabeça mais do que eu gostaria. Isso aparece em fases específicas, então eu suspeito de hormônio. Doutora, eu queria entender se isso é normal ou se eu deveria investigar."
alteracao_do_aparelho_cardiovascular|fadiga_persistente,"Então, eu fico insegura se é algo sério. Sinto uma taquicardia curta e depois passa, mas assusta. Mesmo em dias tranquilos eu estou esgotada."
alteracao_do_aparelho_digestivo|dor_de_cabeca_frequente|fadiga_persistente,"Tipo, eu percebi isso mais nas últimas semanas. Meu apetite mudou, tem dia que eu esqueço de comer. A dor vem atrás dos olhos e piora com luz. É um cansaço constante, não é só sono. Eu não sei se é estresse, mas tem me incomodado bastante."
dor_muscular|fadiga_persistente|risco_violencia_domestica,"Ah doutora, eu pensei que fosse fase, mas não está passando. Mesmo em dias tranquilos eu estou esgotada."
alteracao_do_aparelho_cardiovascular|alteracao_do_aparelho_respiratorio,"Tenho notado que eu tento levar, mas tem dias que pesa. Minha respiração fica curta e eu preciso parar e respirar fundo. Eu sinto o coração disparar, mesmo parada. Eu fico insegura se é algo sério."
alteracao_do_aparelho_reprodutor|dor_de_cabeca_frequente|fadiga_persistente|isolamento_social|sintoma_hormonal,"Tipo, eu percebi isso mais nas últimas semanas. Meu ciclo ficou irregular e atrasou mais de uma vez. É um cansaço constante, não é só sono. Eu tenho dor de cabeça várias vezes na semana, tipo uma pressão na testa. Eu parei de ir em lugares que eu gostava, não tenho ânimo. Tenho sensação de 'desbalanço' hormonal, difícil explicar. Eu tento levar, mas tem dias que pesa."
alteracao_do_aparelho_respiratorio|aperto_no_peito,"Observei que eu pensei que fosse fase, mas não está passando. Parece que eu não consigo encher o pulmão direito em alguns momentos. Eu só queria uma orientação do que fazer."
alteracao_do_aparelho_respiratorio|aperto_no_peito,"Então, eu não sei se é estresse, mas tem me incomodado bastante. Eu fico ofegante com esforço leve, o que não era comum pra mim. É como se algo estivesse pressionando aqui no meio do peito. Eu pensei que fosse fase, mas não está passando."
aperto_no_peito|fadiga_persistente|isolamento_social|risco_violencia_domestica|sintoma_hormonal,"Olha, eu tento levar, mas tem dias que pesa. É um cansaço que não melhora com descanso. Eu tenho escolhido minhas palavras o tempo todo pra não criar problema. Às vezes parece que meu peito fecha e eu preciso respirar fundo. Eu ando evitando sair e encontrar pessoas, até amigas próximas. Sinto inchaço e mudanças no corpo que eu acho que são hormonais. Eu não sei se é estresse, mas tem me incomodado bastante."
dor_muscular|fadiga_persistente|isolamento_social|sintoma_hormonal,"De forma objetiva, eu pensei que fosse fase, mas não está passando. Eu tenho dado desculpa pra não sair, só pra ficar em silêncio. Minhas costas doem quase todo dia, principalmente lombar. Tenho ondas de calor e suor noturno de vez em quando, acho que é hormonal. Eu fico muito cansada, com corpo pesado, todo dia. Doutora, eu queria entender se isso é normal ou se eu deveria investigar."
alteracao_do_aparelho_reprodutor|aperto_no_peito,"De forma objetiva, eu estou ficando preocupada porque está mais frequente. Eu tive sangramento fora de hora e fiquei preocupada. O peito fica apertado e eu sinto que preciso parar o que estou fazendo."
dor_de_cabeca_frequente|dor_muscular|fadiga_persistente,"Observei que eu só queria uma orientação do que fazer. Eu acordo cansada todo dia, mesmo quando durmo. É uma dor meio apertada, como se tivesse uma faixa na cabeça. Meu corpo fica pesado e com dores, tipo 'quebrada'. Eu percebi isso mais nas últimas semanas."
alteracao_do_aparelho_digestivo|fadiga_persistente,"Nas últimas semanas eu pensei que fosse fase, mas não está passando. Eu tenho exaustão diária e isso atrapalha minha rotina. Tenho dor no estômago e náusea principalmente à noite. Eu não queria exagerar, mas achei melhor comentar."
alteracao_do_aparelho_digestivo|fadiga_persistente,"Ah doutora, eu só queria uma orientação do que fazer. Tenho dor no estômago e náusea principalmente à noite. Eu tenho fadiga que dura semanas, sem melhora. Eu pensei que fosse fase, mas não está passando."
alteracao_do_aparelho_digestivo|dor_de_cabeca_frequente|fadiga_persistente,"Percebi um padrão: eu não sei se é estresse, mas tem me incomodado bastante. Tenho diarreia em alguns dias e fico fraca depois. No fim da tarde minha cabeça pesa e a dor fica chata e constante. Eu percebi isso mais nas últimas semanas."
